id,created_at,text,#retweets,#favorites
932191741234630656,2017-11-19 10:20:05,"b""RT @EconCulture: Abbas Amanat presents the past five centuries of Iran's history in its Persian, Shia context https://t.co/S9A1ZhUsFT""",15,0
932188137236914176,2017-11-19 10:05:45,b'Can an overnight bus compete against an uncomfortable 90-minute flight? https://t.co/d4AL3HaJJS',76,200
932185361496924160,2017-11-19 09:54:44,b'The great thaw of the Arctic is happening far faster than once expected https://t.co/ki2QqoW6b6',244,173
932181757381750784,2017-11-19 09:40:24,"b'You might think that, in China of all places, the centre reigned supreme. But local governments will not always hee\xe2\x80\xa6 https://t.co/jtacGfLxAs'",41,70
932179045403516928,2017-11-19 09:29:38,"b""Mr Macron's popularity has sagged, but the populists have not benefited https://t.co/w3ymquq1dt""",19,44
932175471080607744,2017-11-19 09:15:25,b'Two recent court rulings against clinics may not be much of a deterrent https://t.co/BlcdUdXFNQ',30,38
932171924267991040,2017-11-19 09:01:20,"b'Some islanders fret that the new party, Ego o Politis, heralds yet more Russian intervention in Cypriot public life https://t.co/gOpKi7eSfR'",10,20
932169285153247232,2017-11-19 08:50:51,"b'Canada is ""where the money is"" https://t.co/0BHBm0Thqu'",74,134
932165782586384389,2017-11-19 08:36:56,b'The rise and fall of The Face magazine https://t.co/nrB016TtN6 From @1843mag https://t.co/ZclaMxa0hR',20,44
932163154334887936,2017-11-19 08:26:29,b'It does not help that the system for collecting taxes is hopelessly antiquated https://t.co/dDGxZJqKVi',37,63
932159671867240448,2017-11-19 08:12:39,"b'If Saudi Arabia\xe2\x80\x99s plan was to lure Israel and America, which lists Hizbullah as a terrorist group, into a war in Le\xe2\x80\xa6 https://t.co/sCvVG9AAsI'",83,101
932157968791064576,2017-11-19 08:05:53,b'Women are having abortions on boats in international waters to avoid imprisonment https://t.co/H2lbgJohzI',369,277
932156102212571136,2017-11-19 07:58:28,"b'Complex rules foster avoidance, whatever safeguards are supposedly in place https://t.co/8AMViPN2R1'",26,46
932153518890340352,2017-11-19 07:48:12,b'Career women do not get much help at home https://t.co/v8MkTvbVCj',74,116
932149943497830400,2017-11-19 07:33:59,b'What to do with children who say they have been classified as the wrong sex? Doctors need to be cautious https://t.co/pu4GQwHQdU',76,126
932147299488272384,2017-11-19 07:23:29,b'Can Germany take the strain? https://t.co/AlF9w6DEF7',32,50
932143743389532162,2017-11-19 07:09:21,"b'Given the popularity of \xe2\x80\x9cBehind the Mask: Artists in the GDR\xe2\x80\x9d @MuseumBarberini, directors might be tempted to dust\xe2\x80\xa6 https://t.co/IOuXmEO2ft'",15,35
932140195289419776,2017-11-19 06:55:15,"b'The government estimates that 2.7m women want to work, but do not https://t.co/gGWiqoNqps'",53,89
932137640077529088,2017-11-19 06:45:06,"b""Nazanin Zaghari-Ratcliffe's case highlights the power struggle within Iran's clerical establishment https://t.co/HrWw776rFd""",35,52
932134028450369536,2017-11-19 06:30:45,"b'Among economists, there is near-universal acceptance that immigration generates huge benefits\xe2\x80\xa6 https://t.co/YtE8L4EQ75'",324,394
932131341713494016,2017-11-19 06:20:04,"b""Iowa's friendly relationship with China has benefited the state handsomely https://t.co/azgczG0E1I""",33,69
932127891026006016,2017-11-19 06:06:21,b'A market exists for electric cars; one for removing a gas from the air to avert disaster decades from now does not https://t.co/7ZfkKXDOxs',82,136
932123418446778368,2017-11-19 05:48:35,"b'Governments should provide an incentive to mine CO2 from the atmosphere, but they are falling short https://t.co/2eIfzLCrfw'",113,174
932120161502580737,2017-11-19 05:35:39,b'Surgical robots help surgeons wield their instruments more precisely than if they were holding them directly https://t.co/YLwTmsirti',212,326
932116053634764801,2017-11-19 05:19:19,b'A new study shows how little tax the super-rich pay https://t.co/SCBdhwSLZK',255,237
932112606478962688,2017-11-19 05:05:37,b'Piano manufacturers have accepted that the market\xe2\x80\x99s decline won\xe2\x80\x99t reverse itself https://t.co/DCcnkF1QqA',31,60
932108113691410432,2017-11-19 04:47:46,b'Different technologies are being combined in new ways to solve uniquely African problems https://t.co/ySU2lF108O',71,131
932104543910940673,2017-11-19 04:33:35,b'Some 6.6m cattle are now squeezed into the country of 4.7m people https://t.co/RHQGIJzOxl',50,55
932100098443669508,2017-11-19 04:15:55,"b'America remains bitterly divided over guns, thanks to a bizarrely worded amendment https://t.co/0UwXpTY4Mv'",106,161
932095508298059776,2017-11-19 03:57:41,b'The ability to grow accurate replicas of real tumours should help the hunt for better cancer drugs https://t.co/qoqiwicRmt',73,93
932091180548009985,2017-11-19 03:40:29,b'Technology is on the verge of being able to generate credible video and audio of anyone saying anything https://t.co/p3Llfegc2i',169,214
932087664563638272,2017-11-19 03:26:31,b'Water is the new oil: a resource long squandered and soon to be overwhelmed by insatiable demand https://t.co/mEZwvhfqMZ',498,497
932083159847653376,2017-11-19 03:08:37,b'Birds used cigarette butts to line only those nests that were infested with ticks https://t.co/s5I3pQRiZA',337,650
932078766767136768,2017-11-19 02:51:09,b'Prison is an expensive way of making bad people worse https://t.co/mkKwbR3C89',328,546
932074059818512384,2017-11-19 02:32:27,b'Donald Trump\xe2\x80\x99s rise seems to have coincided with a turnaround in fortunes for the middle-class https://t.co/gqqhv9r9YH',50,87
932070467783090177,2017-11-19 02:18:11,b'Mass incarceration has raised the American poverty rate by an estimated 20% https://t.co/B6NlxSNwBp',654,655
932065695650713600,2017-11-19 01:59:13,b'Recent immigrants are more educated than Americans in 26 states https://t.co/rcXS8NA5Y6',432,608
932061040749240320,2017-11-19 01:40:43,"b'Since most sexual harassment goes unreported, its true prevalence can only be guessed at https://t.co/1zinQSBFmA'",97,176
932056205312299008,2017-11-19 01:21:30,b'Those who challenge Mr Erdogan tend to pay. The last person to do so was thrown in prison on terrorism charges https://t.co/SfaL52iFeB',77,87
932052628661506048,2017-11-19 01:07:18,"b'Tove Jansson resisted the norms of the times, the regimes of the times, and in the end, her most famous creation https://t.co/BLfqXg61gI'",79,168
932047719358697473,2017-11-19 00:47:47,"b""There is a lot in Doug Jones's pragmatism to admire https://t.co/W6MRwJTrAd""",47,113
932043088171819013,2017-11-19 00:29:23,"b'America waves goodbye to values, and hello to thugs, dictators and strongmen https://t.co/6gJ378pgwI'",4332,4680
932038383702040576,2017-11-19 00:10:41,b'In 2001 Venezuela was the richest country in South America; it is now among the poorest https://t.co/vvnZ3SqZ0d',396,385
932034674746109956,2017-11-18 23:55:57,"b'RT @EmilyBobrow: \xe2\x80\x9cI just thought, how can we have things bubble up from the bottom?\xe2\x80\x9d My piece on RoseLee Goldberg, @PerformaNYC &amp; the rise\xe2\x80\xa6'",4,0
932030002031415296,2017-11-18 23:37:23,"b'As crime dries up, Japan\xe2\x80\x99s police hunt for things to do https://t.co/cBJV2F8nlP'",196,262
932025108478222337,2017-11-18 23:17:56,"b'Our number crunching supports the ""resource model"" of voter turnout https://t.co/udkq9cRDVk'",13,30
932020265650982912,2017-11-18 22:58:42,b'Some parents face a visceral question: what to do with children who say they have been classified as the wrong sex? https://t.co/8HYanfyDjR',32,58
932016730506964992,2017-11-18 22:44:39,b'New calculations place the social cost of carbon between $1 and $6\xe2\x80\x94a cut of between 87% and 98% https://t.co/O2oh684ONC',80,70
932011997129875456,2017-11-18 22:25:50,b'America is alone among rich countries in not providing some form of health care for all its people https://t.co/iT6tcL4CeF',1013,932
932007029056720896,2017-11-18 22:06:06,b'Scientists have sent a message to a distant planet in the hope of contacting extraterrestrials https://t.co/x6Rp3RJDx2',80,155
932003203574566913,2017-11-18 21:50:54,b'Black Friday has come to challenge Christmas as the most hallowed marketing pretext of the year in Britain\xe2\x80\xa6 https://t.co/6JEIu4VnpR',47,56
931999612780638208,2017-11-18 21:36:38,b'Doctors presented with children who feel their gender is misclassified need to know more before rushing in with pub\xe2\x80\xa6 https://t.co/zcrmbw5Vc9',83,150
931994803247763456,2017-11-18 21:17:31,b'Latin American history shows that populist nationalism is a recipe for national decline https://t.co/RSygE3omJ9',638,941
931991152773025795,2017-11-18 21:03:01,b'RT @EconCharlesRead: How the rules on allocating take-off and landing slots at airports favour high-fare legacy carriers over lower-cost ai\xe2\x80\xa6',28,0
931986688653643776,2017-11-18 20:45:16,"b'You can agree or disagree with BLM\xe2\x80\x99s platform, but nothing in it promotes hatred of any race or group https://t.co/n01yklWTU0'",2774,5588
931984160461377537,2017-11-18 20:35:13,b'RT @EconCulture: Works from the GDR are still conspicuously absent from blockbuster shows about German art from the period https://t.co/7vb\xe2\x80\xa6',6,0
931982605142102016,2017-11-18 20:29:03,"b'With Islamic State crumbling in Iraq and Syria, European fighters who joined them are coming home. But how should g\xe2\x80\xa6 https://t.co/PhsnaNrsIU'",116,130
931980141110157312,2017-11-18 20:19:15,b'Decoupling the taxes for profits and and wages seems to defeat the whole point of pass-throughs: simplicity https://t.co/vITUyRS8YA',37,56
931977484450648066,2017-11-18 20:08:42,b'The great thaw of the Arctic is happening far faster than once expected https://t.co/uQG8tK24Ib',303,212
931973357305724929,2017-11-18 19:52:18,b'Religiously inspired nationalism and ultra-nationalism have recently returned to south-eastern Europe https://t.co/Xda5FBEjRK',141,144
931969504434933760,2017-11-18 19:36:59,"b""For the first time in over a decade, politicians in London set Northern Ireland's budget https://t.co/p9HNoW2aQ3""",40,59
931966709002571778,2017-11-18 19:25:53,b'Gone are the days when female workers were unabashedly referred to as \xe2\x80\x9coffice flowers\xe2\x80\x9d https://t.co/Nj7uQswJhy',73,135
931961780531879937,2017-11-18 19:06:18,"b'The aviation industry should pay for the infrastructure it uses, not make hay from it https://t.co/0myUvvbpsL https://t.co/x2EUZyJ5S3'",68,81
931957010018525191,2017-11-18 18:47:20,"b'The wholesale price of a pound of marijuana in Colorado has dropped from $2,000 in January 2015 to $1,300 today https://t.co/VY8Y5aTBmY'",242,356
931953255604776961,2017-11-18 18:32:25,"b'Archaeologists find evidence of early winemaking dating back to 6,000 BC https://t.co/VsPEhRKCFJ'",56,96
931950496419545088,2017-11-18 18:21:27,"b""Chile's middle class will probably opt for the middle of the road https://t.co/I6CiCWuhVk""",55,84
931946468369412096,2017-11-18 18:05:27,"b'The avalanche of recent allegations has prompted questions about how to define, and stamp out, sexual harassment\xe2\x80\xa6 https://t.co/k67ZNHskTF'",81,92
931941486702354432,2017-11-18 17:45:39,b'Not for the first time Lebanon has become the proxy battleground of outside powers https://t.co/OvsWWMB4Oy',43,58
931936634140069889,2017-11-18 17:26:22,"b'Donald Trump can only pardon federal crimes, and thus would be unable to offer Michael Flynn a lifeline https://t.co/nhLtEOv8tg'",104,166
931933038510002177,2017-11-18 17:12:05,"b'Throughout the exhibits, there is a tendency to conflate Biblical story-telling with historical fact https://t.co/6nAHDrqQVL'",61,118
931928100908273664,2017-11-18 16:52:28,b'The most pressing requirement in Zimbabwe now is a properly supervised election  https://t.co/I73W2TrpuU',81,138
931923154150330369,2017-11-18 16:32:48,b'Will exhibiting a chunk of the brutalist building in the Victoria and Albert Museum win it some new fans? https://t.co/G9pUCxfd9e',26,42
931918283460227072,2017-11-18 16:13:27,b'Tumouroids are a much more faithful reproduction of the cancer from which they are derived than cell cultures https://t.co/6ymd5pTN5k',29,54
931914446057955328,2017-11-18 15:58:12,b'Travellers at Kolkata\xe2\x80\x99s airport are reminded that \xe2\x80\x9cLiquids above 100ml (Including Rosogolla) are Not Allowed\xe2\x80\x9d https://t.co/QoHwA5rjdN',34,41
931909660206096384,2017-11-18 15:39:11,"b""One moral that can be drawn from Mr Mugabe's ignominious career is that, for all its disappointments, democracy rem\xe2\x80\xa6 https://t.co/Vo7amYz3NJ""",225,278
931905744659722240,2017-11-18 15:23:38,b'Trusted analysis on the stories that matter. Subscribe today and receive a free Economist notebook\xe2\x80\xa6 https://t.co/mplUxHJOUG',10,17
931901264065126400,2017-11-18 15:05:49,b'Surgical robotics are about to go generic https://t.co/gdayX1SzbI',121,168
931896964739928064,2017-11-18 14:48:44,"b'America badly needs a centre-right party committed to fiscal restraint, not just to cutting taxes https://t.co/eEBTbBMmvr'",212,464
931892550503489538,2017-11-18 14:31:12,"b""This is Doug Jones's first run for elected office, so he is naturally running as an outsider https://t.co/ZRlNm1HDeQ""",34,85
931887837833818112,2017-11-18 14:12:28,"b""Xi Jinping visited Rick Kimberley's Iowa farm in 2012. A version of the farm has been replicated in Hebei province https://t.co/QQLcqNp2uC""",46,82
931883096529625089,2017-11-18 13:53:38,"b'Humans aside, no species on Earth has a more complex society than that of elephants https://t.co/NrYvNQj1LH'",863,1477
931878777185095680,2017-11-18 13:36:28,"b""This week's cartoon from @kaltoons https://t.co/qvdaRpMN2n""",233,366
931874596135034880,2017-11-18 13:19:51,b'Half of democracy is showing up https://t.co/jWaWaDPKiz',35,56
931870132082749440,2017-11-18 13:02:07,b'\xe2\x80\x9cIcebreaker\xe2\x80\x9d is an encounter with the void https://t.co/XzNgeDwDSd',34,94
931869627881312257,2017-11-18 13:00:07,"b'Stopping the flow of carbon dioxide into the atmosphere is not enough. It has to be sucked out, too. Our cover this\xe2\x80\xa6 https://t.co/xU4Euzescs'",295,319
931865782727905282,2017-11-18 12:44:50,"b""A new book draws out the bigger themes in Iran's history as a Shia powerhouse state https://t.co/oVnWy80Y9c""",32,60
931861389030969344,2017-11-18 12:27:22,b'Can you really be addicted to sex? A growing number of therapists are sceptical https://t.co/1jqDFw0UZP From\xe2\x80\xa6 https://t.co/u4q9x55qeK',67,113
931857190494851073,2017-11-18 12:10:41,b'The Burmese economy is one of the peppiest in South-East Asia https://t.co/ICuruvPNOk',51,83
931852860240822278,2017-11-18 11:53:29,b'The villains are still at large: cows https://t.co/9AVNyLN0nD',33,63
931848560538275840,2017-11-18 11:36:24,"b'Until recently, received wisdom was that populists on the extremes of left and right were resurgent https://t.co/Cl10G7vqZ8'",18,32
931844320742854656,2017-11-18 11:19:33,b'The confessions of a MAMIL (Middle-Aged Man in Lycra) https://t.co/DHGtgpqYf4 From the archive @1843mag https://t.co/ApUo9902cx',31,60
931840179769397248,2017-11-18 11:03:06,"b'The founders of Ego o Politis dismiss suggestions that the new party will promote Russian interests https://t.co/YozN7Mg6l2""'",8,16
931836043921362947,2017-11-18 10:46:40,"b'Tamara Mellon, the co-founder of luxury footwear brand Jimmy Choo, recounts the highs and lows of the teetering tra\xe2\x80\xa6 https://t.co/qX9GBwDCBw'",24,52
931831801127063552,2017-11-18 10:29:48,"b'Having started the first VR firm in 1984, Lanier is a Silicon Valley grandee. He is also a critic of his industry https://t.co/6eeIMfWEDi'",31,61
931827617304596482,2017-11-18 10:13:11,b'A Brexit settlement that disrupts the flow of medicines across the English Channel would be bad for patients https://t.co/s4rCcN2kaW',68,74
931823405988548609,2017-11-18 09:56:27,"b'Incidents of sexual harassment are more common than rape, and harder to count https://t.co/FpD2WMQOng'",212,240
931819357461676037,2017-11-18 09:40:21,b'In 2016 African tech firms raised a record $367m https://t.co/mtFVv6wPWl',66,100
931815224629448704,2017-11-18 09:23:56,b'Portraits of London clubbers in the 1980s: @1843mag on the photography of Derek Ridgers https://t.co/HXypChEAcz https://t.co/e7YeNWVXp3',34,85
931811291114692608,2017-11-18 09:08:18,"b'Extreme, far-right voices in Greece and Serbia are being projected with greater confidence https://t.co/zMGOxDy9ZW'",155,150
931807472213483520,2017-11-18 08:53:08,b'Xi Jinping has acknowledged that the citizens want a greater say in how China is run. He is right https://t.co/LgNMZweI8x',42,94
931803550518251520,2017-11-18 08:37:33,b'Homosexuality is not a crime but pseudoscientific \xe2\x80\x9ctreatments\xe2\x80\x9d persist https://t.co/TBF6WTJD05',59,99
931799518273732608,2017-11-18 08:21:31,b'A reckoning with abuses by men in the workplace was long overdue https://t.co/DRnWVowThN https://t.co/fRapCcTDMZ',63,89
931795575032500224,2017-11-18 08:05:51,"b'RT @EconCulture: Performa, a New York-based biennial of performance art, illustrates the possibilities of performance https://t.co/Ifu9tQXF\xe2\x80\xa6'",6,0
931791366945935360,2017-11-18 07:49:08,"b""Donald Trump's election has shown that Europe can no longer outsource its security across the Atlantic  https://t.co/zkq4vdYClA""",92,109
931787497255915520,2017-11-18 07:33:45,"b'Delhi has become the world\xe2\x80\x99s most polluted mega-city, supplanting Beijing https://t.co/KfxFdq0Cdb'",255,179
931783664358318081,2017-11-18 07:18:31,"b'Even if he wanted to, frontrunner Sebasti\xc3\xa1n Pi\xc3\xb1era could not move Chile sharply to the right https://t.co/LRZSjw9mYj'",18,29
931779541126795264,2017-11-18 07:02:08,"b'The museum, perhaps surprisingly, pushes little dogma of any kind https://t.co/DGax7V3qBy'",37,68
931775560325517312,2017-11-18 06:46:19,b'What life is like aboard America\xe2\x80\x99s doomsday plane https://t.co/rxNA4BdIXD From @1843mag https://t.co/CGy9AkgFLX',48,75
931771609052073984,2017-11-18 06:30:37,"b'Across much of Latin America, there is a strong anti-establishment mood https://t.co/TLEaFeeb6M'",75,91
931767658235727872,2017-11-18 06:14:55,b'China is so vast that relations between the centre and periphery have always been problematic https://t.co/ko6H1i56zb',48,91
931763734078476294,2017-11-18 05:59:20,"b'On the sodden earth of the Mississippi Delta, two families work cheek-by-jowl\xe2\x80\x94but in vastly different circumstances https://t.co/AP3nB05L03'",28,60
931760058110758912,2017-11-18 05:44:43,"b'The Trump administration is ""trying to find the dials to turn down regulation, with no analytical evidence"" https://t.co/gvlYkntNnP'",104,105
931756147551424513,2017-11-18 05:29:11,b'Cannabis companies find themselves in a unique regulatory bind https://t.co/P3kWiwN7DG',54,95
931753989225549824,2017-11-18 05:20:36,b'The president\xe2\x80\x99s inner circle of military men will try to temper his rashest decisions. They will not always succeed https://t.co/Y1A9ugyCZo',95,120
931752335113703424,2017-11-18 05:14:02,b'To challenge Recep Tayyip Erdogan takes courage and self-belief. Meral Aksener has plenty of both https://t.co/mYC1DZMQf5',37,57
931748036660908033,2017-11-18 04:56:57,"b'A war of words has broken out between transgender activists and some feminists, who argue that identifying as a wom\xe2\x80\xa6 https://t.co/QvaLmbyQ3Q'",112,176
931743633283469314,2017-11-18 04:39:27,b'Germany has neither the intention nor the military and economic heft to fill the gap left by a disengaging America https://t.co/A0I5OF9TLe',75,102
931739316501565440,2017-11-18 04:22:18,b'How Aussie banter almost started a football war https://t.co/eIeUPMltcI From @1843mag',15,21
931734967180283905,2017-11-18 04:05:01,"b'Organoids are tiny replicas of full-sized organs grown in a lab. ""Tumouroids"" perform the same trick for cancer https://t.co/f5gaWoA92L'",46,94
931730680114970624,2017-11-18 03:47:59,"b'Finds at sites in Georgia and China have pushed the origins of large-scale winemaking back to 6,000 BC https://t.co/4SBT0lmkmc'",17,54
931726518409154561,2017-11-18 03:31:27,b'Doug Jones is best known for bringing members of the KKK to justice 38 years after they murdered four black children https://t.co/INk1MZWTFh',314,599
931722069443739649,2017-11-18 03:13:46,b'Can an overnight bus compete against an uncomfortable 90-minute flight? https://t.co/BFxgHkGKMG',79,193
931717665240027136,2017-11-18 02:56:16,b'The latest AI can work things out without being taught https://t.co/iyZrGnVLuo',99,145
931713012431499264,2017-11-18 02:37:47,"b'\xe2\x80\x9cThe White Book\xe2\x80\x9d is an eerily moving sequence of meditations on destruction, bereavement and rebirth https://t.co/m0lAauPyOR'",22,66
931708407505195008,2017-11-18 02:19:29,"b'In just a few weeks, the #MeToo hashtag on social media has been used some 5m times https://t.co/BWhLkuy591 https://t.co/ieD0hH4hE3'",72,96
931704201763282945,2017-11-18 02:02:46,b'A new study shows how little tax the super-rich pay https://t.co/hkb9FsEtqf',328,268
931699964325056512,2017-11-18 01:45:56,b'Three-fifths of pass-through income flows to the 1% of earners https://t.co/NAu12q2Mge',77,116
931696763488137216,2017-11-18 01:33:13,"b'A seemingly never-ending stream of alleged plots, congressional hearings and WikiLeaks revelations https://t.co/OKTEd9yRKV'",81,127
931695414885175296,2017-11-18 01:27:51,b'How should governments deal with Islamic State fighters who return home to Europe? https://t.co/frSciig9ci',173,208
931691812229730304,2017-11-18 01:13:32,"b'China\'s new ""Friendship Farm"" will include a Disney-like version of a small town in Iowa https://t.co/gSwDcxR6r7'",39,58
